Protein	Gene	Protein Description	LFQ intensity B73_TMT1_1	LFQ intensity Y12_TMT1_1
Zm00001d006875			0.0	0.22685
Zm00001d006886			0.031667	0.13042
Zm00001d006889			0.0	0.0
Zm00001d006896			0.062495	0.17271
Zm00001d006900			0.078922	0.27953
Zm00001d006903			0.0	0.0
Zm00001d006904			0.068725	0.2117
Zm00001d006906			0.052053	0.0
Zm00001d006907			0.068692	0.03343
Zm00001d006910			0.051932	0.22891
Zm00001d006914			0.061866	0.25876
Zm00001d006917			0.0	0.0
Zm00001d006924			0.066868	0.0
Zm00001d006928			0.070895	0.22817
Zm00001d006929			0.072228	0.17544
Zm00001d006931			0.0	0.0
Zm00001d006933			0.10779	0.0
Zm00001d006936			0.0	0.0
Zm00001d006938			0.0	0.23347
Zm00001d006939			0.0	0.0
Zm00001d006945			0.0	0.24321
Zm00001d006951			0.087535	0.2662
Zm00001d007009			0.058642	0.21596
Zm00001d035637			0.055578	0.0
Zm00001d007012			0.02644	0.0
Zm00001d007016			0.060647	0.0
Zm00001d007031			0.11917	0.24381
Zm00001d007032			0.062916	0.0
Zm00001d007034			0.065202	0.16802
Zm00001d007039			0.099963	0.2322
Zm00001d007043			0.067126	0.2177
Zm00001d007045			0.1003	0.0
Zm00001d007048			0.058424	0.2258
Zm00001d007058			0.066672	0.2277
Zm00001d007059			0.05122	0.0
Zm00001d007065			0.064799	0.17661
Zm00001d007067			0.068622	0.21849
Zm00001d007072			0.037013	0.1289
Zm00001d007073			0.062401	0.17748
Zm00001d007075			0.079339	0.28385
Zm00001d007084			0.053138	0.049126
Zm00001d007090			0.0	0.27647
Zm00001d007091			0.0	0.0
Zm00001d007092			0.027409	0.13218
Zm00001d007094			0.061574	0.0
Zm00001d007096			0.054193	0.18262
Zm00001d007103			0.0	0.0
Zm00001d007108			0.073398	0.0
Zm00001d007111			0.070927	0.0
Zm00001d007113			0.076	0.22144
Zm00001d007117			0.073231	0.12345
Zm00001d007118			0.074444	0.0
Zm00001d007124			0.077598	0.17778
Zm00001d007133			0.083145	0.21397
Zm00001d007143			0.0	0.0
Zm00001d007144			0.0	0.0
Zm00001d022466			0.0	0.0
Zm00001d007146			0.070368	0.18506
Zm00001d007154			0.089952	0.35818
Zm00001d007157			0.0	0.0
Zm00001d007158			0.08828	0.26891
Zm00001d007160			0.099226	0.24023
Zm00001d007161			0.0	0.35567
Zm00001d007164			0.0	0.17434
Zm00001d007172			0.061832	0.0
Zm00001d007179			0.076552	0.23246
Zm00001d007180			0.075804	0.0
Zm00001d007184			0.051829	0.0
Zm00001d007186			0.09799	0.0
Zm00001d007187			0.052527	0.20351
Zm00001d007189			0.094551	0.21207
Zm00001d007192			0.073884	0.2026
Zm00001d007193			0.07973	0.26675
Zm00001d007195			0.097926	0.0
Zm00001d007197			0.073154	0.0
Zm00001d007202			0.088043	0.0
Zm00001d007207			0.063936	0.0
Zm00001d007208			0.077975	0.0
Zm00001d007213			0.052279	0.11455
Zm00001d007214			0.087178	0.2621
Zm00001d007215			0.075787	0.0
Zm00001d007225			0.07532	0.22086
Zm00001d007229			0.064434	0.1886
Zm00001d007231			0.062312	0.0
Zm00001d007232			0.04548	0.2343
Zm00001d007233			0.062724	0.0
Zm00001d007234			0.068325	0.18593
Zm00001d007241			0.093291	0.28265
Zm00001d007258			0.039226	0.0
Zm00001d007259			0.051707	0.0
Zm00001d007267			0.034645	0.13568
Zm00001d007269			0.067727	0.19746
Zm00001d007270			0.070113	0.16008
Zm00001d007277			0.078368	0.19086
Zm00001d007279			0.076706	0.22371
Zm00001d007284			0.0	0.0
Zm00001d007288			0.072506	0.18651
Zm00001d007290			0.0	0.0
Zm00001d007296			0.069969	0.20381
Zm00001d007299			0.047306	0.0
Zm00001d007300			0.070272	0.0
Zm00001d007301			0.088244	0.23462
Zm00001d007302			0.0	0.20172
Zm00001d007312			0.079447	0.0
Zm00001d007313			0.0	0.0
Zm00001d007316			0.0	0.0
Zm00001d007318			0.069326	0.22493
Zm00001d007319			0.021368	0.080584
Zm00001d007320			0.05735	0.0
Zm00001d007327			0.077132	0.20152
Zm00001d007328			0.0	0.17855
Zm00001d007339			0.0	0.0
Zm00001d007345			0.05727	0.0
Zm00001d007349			0.0	0.0
Zm00001d007354			0.080032	0.0
Zm00001d007360			0.0	0.0
Zm00001d007363			0.0	0.0
Zm00001d007366			0.04113	0.19261
Zm00001d007369			0.09458	0.0
Zm00001d007372			0.0	0.14617
Zm00001d007378			0.042068	0.15647
Zm00001d007383			0.069662	0.20047
Zm00001d007388			0.079173	0.292
Zm00001d007391			0.0	0.0
Zm00001d007394			0.010627	0.0
Zm00001d007395			0.0	0.0
Zm00001d007422			0.073332	0.21451
Zm00001d007430			0.0	0.0
Zm00001d007435			0.057728	0.0
Zm00001d052621			0.054223	0.0
Zm00001d007441			0.078574	0.1739
Zm00001d007442			0.0	0.18898
Zm00001d007446			0.069717	0.23384
Zm00001d007454			0.062754	0.19573
Zm00001d007455			0.084292	0.2222
Zm00001d007457			0.075431	0.0
Zm00001d007464			0.059551	0.0
Zm00001d007475			0.0	0.15076
Zm00001d007479			0.069324	0.0
Zm00001d007486			0.1454	0.23299
Zm00001d007496			0.054236	0.21251
Zm00001d007500			0.050254	0.0
Zm00001d007508			0.08311	0.0
Zm00001d007514			0.06768	0.0
Zm00001d007517			0.0	0.16791
Zm00001d007555			0.047163	0.0
Zm00001d007569			0.0	0.18624
Zm00001d007573			0.0	0.0
Zm00001d007577			0.058345	0.24642
Zm00001d007581			0.019062	0.12142
Zm00001d007583			0.07948	0.0
Zm00001d007585			0.064169	0.0
Zm00001d007592			0.030372	0.0
Zm00001d007594			0.060472	0.0
Zm00001d007597			0.040455	0.28125
Zm00001d007600			0.066009	0.1903
Zm00001d007620			0.0	0.0
Zm00001d007606			0.0	0.3099
Zm00001d007610			0.067579	0.0
Zm00001d007624			0.068492	0.0
Zm00001d035288			0.087834	0.0
Zm00001d007638			0.062869	0.1846
Zm00001d007639			0.058015	0.0
Zm00001d007645			0.0	0.21181
Zm00001d007650			0.07275	0.0
Zm00001d007661			0.0	0.0
Zm00001d007677			0.050127	0.0
Zm00001d007679			0.043897	0.0
Zm00001d007687			0.082122	0.21673
Zm00001d007692			0.081658	0.24128
Zm00001d007698			0.077911	0.25409
Zm00001d007705			0.2638	0.33814
Zm00001d007707			0.054131	0.0
Zm00001d007716			0.041389	0.0
Zm00001d007718			0.19681	0.21884
Zm00001d007719			0.068293	0.0
Zm00001d007726			0.0	0.1891
Zm00001d007745			0.19595	0.0
Zm00001d007753			0.057369	0.19332
Zm00001d007754			0.0	0.0
Zm00001d007755			0.07599	0.20951
Zm00001d007758			0.07832	0.20574
Zm00001d007765			0.10546	0.0
Zm00001d007767			0.078881	0.22485
Zm00001d007770			0.057382	0.23814
Zm00001d007772			0.090459	0.24702
Zm00001d007773			0.0	0.0
Zm00001d007775			0.056468	0.0
Zm00001d007777			0.0	0.0
Zm00001d007781			0.0	0.0
Zm00001d007783			0.0	0.0
Zm00001d007789			0.0	0.0
Zm00001d007800			0.09492	0.0
Zm00001d007802			0.071103	0.0
Zm00001d007806			0.066344	0.0
Zm00001d007807			0.071918	0.15251
Zm00001d007819			0.093018	0.21954
Zm00001d007823			0.091966	0.20179
Zm00001d007824			0.08678	0.21274
Zm00001d007827			0.0	0.0
Zm00001d007830			0.068851	0.0
Zm00001d007831			0.14794	0.27161
Zm00001d018907			0.057463	0.0
Zm00001d007839			0.0	0.2113
Zm00001d007849			0.08	0.21917
Zm00001d007851			0.068299	0.0
Zm00001d007857			0.028918	0.033949
Zm00001d007858			0.046341	0.15905
Zm00001d007862			0.036862	0.17092
Zm00001d007865			0.059705	0.15678
Zm00001d007869			0.088289	0.2354
Zm00001d007878			0.0	0.0
Zm00001d007881			0.073293	0.23041
Zm00001d007884			0.07848	0.0
Zm00001d007889			0.0	0.0
Zm00001d007890			0.079508	0.26013
Zm00001d007892			0.070089	0.30831
Zm00001d007896			0.056857	0.20025
Zm00001d007897			0.085863	0.22617
Zm00001d007900			0.087718	0.23845
Zm00001d007901			0.084148	0.0
Zm00001d007902			0.086472	0.19706
Zm00001d007904			0.057404	0.22103
Zm00001d007905			0.051871	0.15902
Zm00001d007907			0.065947	0.0
Zm00001d007909			0.058929	0.0
Zm00001d007912			0.065774	0.0
Zm00001d007915			0.0	0.13964
Zm00001d007918			0.12037	0.0
Zm00001d007921			0.058457	0.0
Zm00001d007924			0.0	0.0
Zm00001d007932			0.0	0.18866
Zm00001d007934			0.077047	0.0
Zm00001d007935			0.057156	0.0
Zm00001d007936			0.074753	0.17304
Zm00001d007937			0.051214	0.13367
Zm00001d007938			0.094977	0.0
Zm00001d007940			0.065282	0.0
Zm00001d007942			0.075297	0.23031
Zm00001d007943			0.074486	0.20656
Zm00001d007945			0.063758	0.26546
Zm00001d007947			0.055148	0.16789
Zm00001d018667			0.0	0.0
Zm00001d007951			0.071064	0.18284
Zm00001d007960			0.078083	0.20625
Zm00001d007961			0.049529	0.0
Zm00001d007966			0.079685	0.22592
Zm00001d007972			0.058166	0.30055
Zm00001d007978			0.054662	0.0
Zm00001d008171			0.0	0.0
Zm00001d008173			0.096838	0.32345
Zm00001d008176			0.0	0.0
Zm00001d008178			0.092511	0.19958
Zm00001d008187			0.0	0.21569
Zm00001d008189			0.054157	0.0
Zm00001d014356			0.0	0.0
Zm00001d008203			0.034148	0.20585
Zm00001d008209			0.030963	0.084894
Zm00001d008210			0.10429	0.0
Zm00001d008215			0.081629	0.24542
Zm00001d040509			0.10329	0.24331
Zm00001d008218			0.080923	0.2115
Zm00001d008224			0.070852	0.17053
Zm00001d008225			0.083669	0.0
Zm00001d008229			0.0	0.20002
Zm00001d008230			0.028859	0.079375
Zm00001d008233			0.068321	0.18145
Zm00001d008236			0.092181	0.14515
Zm00001d008238			0.075146	0.2599
Zm00001d040442			0.0	0.17031
Zm00001d008241			0.043406	0.0
Zm00001d008242			0.082193	0.27325
Zm00001d008244			0.081963	0.19815
Zm00001d014749			0.080767	0.25302
Zm00001d008249			0.049357	0.1894
Zm00001d008255			0.0	0.0
Zm00001d008256			0.075192	0.25175
Zm00001d008259			0.067295	0.0
Zm00001d008260			0.0	0.0
Zm00001d008264			0.098649	0.0
Zm00001d008266			0.052959	0.0
Zm00001d008268			0.075017	0.19911
Zm00001d008271			0.065119	0.0
Zm00001d008281			0.06643	0.14456
Zm00001d008283			0.052424	0.0
Zm00001d040334			0.07861	0.25104
Zm00001d008287			0.1323	0.27622
Zm00001d008289			0.072952	0.059539
Zm00001d008293			0.061918	0.17688
Zm00001d008294			0.074357	0.24233
Zm00001d008295			0.068237	0.0
Zm00001d008297			0.0	0.21927
Zm00001d008299			0.12146	0.0
Zm00001d008300			0.088521	0.24084
Zm00001d008310			0.069228	0.0
Zm00001d008314			0.051746	0.0
Zm00001d008320			0.085818	0.087084
Zm00001d008322			0.069984	0.28425
Zm00001d008323			0.078706	0.0
Zm00001d008326			0.0	0.0
Zm00001d008327			0.078366	0.22167
Zm00001d008330			0.0	0.0
Zm00001d008331			0.0	0.39551
Zm00001d008345			0.069732	0.26946
Zm00001d008346			0.034119	0.0
Zm00001d008354			0.072156	0.20466
Zm00001d008360			0.09216	0.29722
Zm00001d008363			0.049556	0.18092
Zm00001d008369			0.062118	0.0
Zm00001d008370			0.099969	0.0
Zm00001d008374			0.067707	0.0
Zm00001d008376			0.093639	0.0
Zm00001d008377			0.079941	0.22721
Zm00001d008379			0.065489	0.19323
Zm00001d008380			0.075583	0.0
Zm00001d008387			0.069984	0.21809
Zm00001d008389			0.074092	0.24489
Zm00001d008390			0.048473	0.0
Zm00001d008394			0.03646	0.16347
Zm00001d008395			0.0	0.2195
Zm00001d008397			0.043535	0.17296
Zm00001d008403			0.06076	0.0
Zm00001d008405			0.071456	0.0
Zm00001d008406			0.099528	0.22665
Zm00001d008408			0.060639	0.19229
Zm00001d008409			0.055653	0.16616
Zm00001d008411			0.06981	0.18533
Zm00001d008412			0.0	0.0
Zm00001d008413			0.029334	0.0
Zm00001d008422			0.0	0.19511
Zm00001d008427			0.0	0.25245
Zm00001d008428			0.050426	0.0
Zm00001d008429			0.082388	0.22773
Zm00001d008432			0.12976	0.0
Zm00001d008433			0.057734	0.22067
Zm00001d008435			0.047957	0.0
Zm00001d008439			0.071273	0.16357
Zm00001d008440			0.057496	0.0
Zm00001d008491			0.095135	0.23769
Zm00001d008494			0.0	0.0
Zm00001d008495			0.0	0.0
Zm00001d008497			0.040109	0.13933
Zm00001d008498			0.059011	0.0
Zm00001d008499			0.043447	0.0
Zm00001d008502			0.073816	0.16395
Zm00001d008512			0.045946	0.14535
Zm00001d008517			0.077638	0.25388
Zm00001d008520			0.0664	0.2116
Zm00001d008529			0.057348	0.0
Zm00001d008531			0.086228	0.0
Zm00001d008548			0.068721	0.0
Zm00001d008549			0.058644	0.21272
Zm00001d008564			0.0	0.16945
Zm00001d008567			0.062962	0.19209
Zm00001d008573			0.0603	0.16056
Zm00001d008581			0.084818	0.0
Zm00001d008587			0.0	0.0
Zm00001d008588			0.074679	0.0
Zm00001d008591			0.062846	0.15504
Zm00001d008594			0.056944	0.0
Zm00001d008595			0.082514	0.22023
Zm00001d008596			0.087573	0.0
Zm00001d008604			0.058083	0.0
Zm00001d008610			0.046733	0.0
Zm00001d008611			0.055227	0.13467
Zm00001d008612			0.037323	0.090174
Zm00001d008613			0.0	0.0
Zm00001d008614			0.066065	0.20189
Zm00001d008617			0.087961	0.0
Zm00001d008618			0.047709	0.16046
Zm00001d008619			0.060442	0.22922
Zm00001d008620			0.052152	0.0
Zm00001d008622			0.054126	0.0
Zm00001d008624			0.072571	0.0
Zm00001d008628			0.088486	0.21878
Zm00001d008634			0.077504	0.23187
Zm00001d008640			0.084828	0.0
Zm00001d008641			0.0	0.0
Zm00001d008642			0.077906	0.0
Zm00001d008645			0.065407	0.0
Zm00001d008651			0.05234	0.0
Zm00001d008656			0.076563	0.0
Zm00001d008663			0.0	0.0
Zm00001d008666			0.0	0.19081
Zm00001d008679			0.094405	0.0
Zm00001d008689			0.071747	0.0
Zm00001d008690			0.060758	0.0
Zm00001d008693			0.093303	0.0
Zm00001d008700			0.07839	0.0
Zm00001d008708			0.069022	0.1824
Zm00001d008715			0.0	0.0
Zm00001d008721			0.072287	0.0
Zm00001d008724			0.0	0.0
Zm00001d008725			0.05939	0.0
Zm00001d008727			0.070349	0.17287
Zm00001d008730			0.08347	0.0
Zm00001d008731			0.062428	0.19191
Zm00001d008733			0.090631	0.0
Zm00001d008734			0.049715	0.0
Zm00001d008736			0.060304	0.15014
Zm00001d008739			0.10878	0.24019
Zm00001d008743			0.065333	0.2097
Zm00001d008744			0.072947	0.23406
Zm00001d008748			0.0	0.0
Zm00001d008752			0.06966	0.14647
Zm00001d008757			0.075272	0.22223
Zm00001d008758			0.075437	0.1997
Zm00001d008759			0.065022	0.0
Zm00001d008762			0.078701	0.0
Zm00001d008763			0.0	0.0
Zm00001d008764			0.048192	0.0
Zm00001d008777			0.061953	0.20217
Zm00001d008779			0.047414	0.0
Zm00001d008788			0.097187	0.0
Zm00001d008789			0.074838	0.18194
Zm00001d008791			0.089798	0.30179
Zm00001d008795			0.0	0.0
Zm00001d008816			0.08093	0.18904
Zm00001d008820			0.10635	0.0
Zm00001d008826			0.0	0.0
Zm00001d008827			0.06609	0.0
Zm00001d008839			0.0	0.30148
Zm00001d008841			0.0	0.0
Zm00001d032922			0.061221	0.0
Zm00001d008846			0.074747	0.20947
Zm00001d008847			0.057707	0.17091
Zm00001d008850			0.078352	0.0
Zm00001d008851			0.07285	0.23907
Zm00001d008863			0.057353	0.0
Zm00001d008870			0.0	0.0
Zm00001d008871			0.080166	0.24183
Zm00001d008874			0.078213	0.0
Zm00001d008892			0.074744	0.22586
Zm00001d008893			0.068046	0.0
Zm00001d008898			0.090403	0.0
Zm00001d008902			0.0	0.0
Zm00001d008903			0.070908	0.0
Zm00001d008905			0.048328	0.0
Zm00001d008906			0.066004	0.24536
Zm00001d039401			0.074526	0.24908
Zm00001d008916			0.061487	0.16787
Zm00001d008925			0.0	0.0
Zm00001d008929			0.055428	0.0
Zm00001d008930			0.066396	0.0
Zm00001d008932			0.071164	0.25293
Zm00001d008939			0.019292	0.0
Zm00001d008940			0.060539	0.0
Zm00001d008951			0.073181	0.0
Zm00001d008952			0.0	0.0
Zm00001d039349			0.0	0.0
Zm00001d008965			0.070437	0.0
Zm00001d008975			0.10439	0.13891
Zm00001d008976			0.070416	0.20848
Zm00001d008977			0.067203	0.0
Zm00001d008982			0.067402	0.0
Zm00001d008983			0.040443	0.0
Zm00001d008984			0.045108	0.0
Zm00001d008985			0.077645	0.0
Zm00001d008989			0.0	0.0
Zm00001d008991			0.04767	0.0
Zm00001d008992			0.051615	0.0
Zm00001d008996			0.083799	0.0
Zm00001d008997			0.091495	0.23298
Zm00001d039299			0.082456	0.20482
Zm00001d009004			0.075425	0.20872
Zm00001d009005			0.095752	0.19937
Zm00001d009010			0.10779	0.30575
Zm00001d009013			0.0	0.0
Zm00001d009014			0.073335	0.24624
Zm00001d009022			0.068695	0.0
Zm00001d009023			0.077428	0.2198
Zm00001d009027			0.0	0.0
Zm00001d009029			0.052273	0.24845
Zm00001d009060			0.074823	0.26455
Zm00001d009071			0.0	0.0
Zm00001d009074			0.081185	0.27739
Zm00001d009075			0.061451	0.0
Zm00001d009077			0.0	0.0
Zm00001d009084			0.064326	0.0
Zm00001d009097			0.045137	0.17151
Zm00001d009110			0.056774	0.0
Zm00001d009117			0.075204	0.0
Zm00001d009118			0.12393	0.0
Zm00001d009122			0.0	0.26815
Zm00001d009125			0.087699	0.25381
Zm00001d009127			0.074866	0.21672
Zm00001d009132			0.0	0.0
Zm00001d009134			0.16587	0.20875
Zm00001d009138			0.11202	0.25628
Zm00001d009140			0.23135	0.25219
Zm00001d009146			0.15621	0.28864
Zm00001d009147			0.063996	0.12488
Zm00001d009150			0.088714	0.0
Zm00001d009156			0.073125	0.0
Zm00001d009161			0.053015	0.19453
Zm00001d009163			0.085624	0.24439
Zm00001d009178			0.0	0.0
Zm00001d009182			0.073385	0.21238
Zm00001d009183			0.0	0.0
Zm00001d009205			0.095298	0.0
Zm00001d009212			0.070248	0.21886
Zm00001d009220			0.0	0.0
Zm00001d009221			0.067758	0.0
Zm00001d009226			0.0	0.0
Zm00001d009230			0.086702	0.0
Zm00001d009231			0.06182	0.126
Zm00001d009233			0.074986	0.20135
Zm00001d009243			0.072892	0.21182
Zm00001d009247			0.074399	0.0
Zm00001d009248			0.072122	0.22567
Zm00001d009260			0.0	0.0
Zm00001d009264			0.0876	0.0
Zm00001d009270			0.066315	0.0
Zm00001d009271			0.074685	0.19657
Zm00001d009309			0.0	0.0
Zm00001d009312			0.066275	0.19304
Zm00001d009314			0.042776	0.0
Zm00001d009315			0.055407	0.21136
Zm00001d009324			0.08556	0.19806
Zm00001d009336			0.1008	0.0
Zm00001d009337			0.051208	0.24196
Zm00001d009339			0.046082	0.16076
Zm00001d009341			0.053313	0.0
Zm00001d009352			0.073102	0.0
Zm00001d009354			0.048044	0.16043
Zm00001d009359			0.11446	0.0
Zm00001d009373			0.09059	0.19697
Zm00001d009374			0.0	0.0
Zm00001d009382			0.062637	0.0
Zm00001d009387			0.072662	0.0
Zm00001d009398			0.089916	0.0
Zm00001d009401			0.0	0.2136
Zm00001d009403			0.0	0.0
Zm00001d009407			0.067345	0.0
Zm00001d009409			0.078696	0.0
Zm00001d009411			0.0	0.0
Zm00001d009417			0.082846	0.26785
Zm00001d009421			0.0	0.0
Zm00001d009431			0.070332	0.26234
Zm00001d009436			0.075482	0.18578
Zm00001d038880			0.0	0.21542
Zm00001d009445			0.070761	0.019895
Zm00001d009446			0.087002	0.23926
Zm00001d009452			0.075393	0.0
Zm00001d009465			0.056995	0.0
Zm00001d009476			0.069959	0.0
Zm00001d009480			0.096563	0.27813
Zm00001d009482			0.0	0.0
Zm00001d009488			0.10135	0.2495
Zm00001d009495			0.097392	0.0
Zm00001d038936			0.067608	0.0
Zm00001d009500			0.054141	0.0
Zm00001d009503			0.055506	0.0
Zm00001d009504			0.081571	0.0
Zm00001d009506			0.07163	0.0
Zm00001d038963			0.0	0.0
Zm00001d009511			0.081286	0.0
Zm00001d009517			0.061998	0.20651
Zm00001d009520			0.055083	0.0
Zm00001d009522			0.079883	0.0
Zm00001d009524			0.0	0.0
Zm00001d009530			0.0	0.0
Zm00001d009541			0.0	0.25644
Zm00001d009542			0.073333	0.20016
Zm00001d009548			0.061225	0.0
Zm00001d009552			0.06433	0.0
Zm00001d009554			0.086316	0.21605
Zm00001d009555			0.0	0.0
Zm00001d009556			0.069196	0.0
Zm00001d009562			0.061451	0.0
Zm00001d009564			0.068776	0.0
Zm00001d009566			0.0	0.0
Zm00001d009567			0.076375	0.21297
Zm00001d009572			0.075423	0.0
Zm00001d009579			0.075955	0.0
Zm00001d009580			0.075143	0.22601
Zm00001d009582			0.070102	0.22514
Zm00001d009589			0.019034	0.14264
Zm00001d009591			0.058634	0.0
Zm00001d009594			0.071689	0.26438
Zm00001d009596			0.053575	0.18071
Zm00001d009597			0.07474	0.0
Zm00001d009608			0.076431	0.30821
Zm00001d009613			0.036555	0.16134
Zm00001d009618			0.0	0.0
Zm00001d009638			0.05937	0.2094
Zm00001d009640			0.073056	0.22852
Zm00001d009648			0.06973	0.0
Zm00001d009660			0.062079	0.0
Zm00001d009661			0.069466	0.0
Zm00001d009669			0.06047	0.21472
Zm00001d009674			0.055399	0.15048
Zm00001d009677			0.072032	0.0
Zm00001d009683			0.060421	0.0
Zm00001d009686			0.0	0.0
Zm00001d009690			0.073631	0.24403
Zm00001d009693			0.077121	0.17219
Zm00001d009695			0.0919	0.27701
Zm00001d009700			0.10047	0.0
Zm00001d009702			0.080398	0.30678
Zm00001d009707			0.0	0.2285
Zm00001d009708			0.09305	0.23828
Zm00001d009711			0.080063	0.0
Zm00001d009714			0.0	0.16171
Zm00001d009717			0.066987	0.22126
Zm00001d009719			0.081064	0.18487
Zm00001d009723			0.027531	0.0
Zm00001d009724			0.0	0.0
Zm00001d009738			0.061639	0.23822
Zm00001d009740			0.062209	0.19398
Zm00001d009743			0.0635	0.24481
Zm00001d009745			0.066183	0.20333
Zm00001d009749			0.079803	0.21813
Zm00001d009753			0.067657	0.22077
Zm00001d009756			0.065915	0.0
Zm00001d009761			0.06396	0.21754
Zm00001d009765			0.055818	0.0
Zm00001d009771			0.058941	0.0
Zm00001d009774			0.082355	0.1886
Zm00001d009776			0.072712	0.0
Zm00001d009779			0.086031	0.0
Zm00001d009783			0.085444	0.19354
Zm00001d009792			0.084656	0.0
Zm00001d009795			0.10008	0.0
Zm00001d016159			0.079267	0.20482
Zm00001d009799			0.0	0.0
Zm00001d009803			0.0	0.22443
Zm00001d009810			0.0	0.20734
Zm00001d009811			0.067629	0.14802
Zm00001d009830			0.0	0.0
Zm00001d009840			0.088989	0.0
Zm00001d009844			0.069336	0.0
Zm00001d009847			0.10013	0.17519
Zm00001d009848			0.070823	0.26375
Zm00001d009849			0.064792	0.20827
Zm00001d009850			0.08232	0.23731
Zm00001d009856			0.0	0.0
Zm00001d009858			0.1386	0.3181
Zm00001d009866			0.064946	0.24829
Zm00001d009870			0.083539	0.24587
Zm00001d009872			0.0	0.0
Zm00001d009873			0.0	0.0
Zm00001d009877			0.030304	0.052229
Zm00001d009878			0.063544	0.14004
Zm00001d009888			0.04912	0.0
Zm00001d009890			0.066267	0.0
Zm00001d009908			0.08434	0.0
Zm00001d009910			0.07071	0.14998
Zm00001d009917			0.0	0.0
Zm00001d009918			0.0	0.0
Zm00001d009919			0.0	0.0
Zm00001d009929			0.022621	0.17922
Zm00001d009936			0.090601	0.0
Zm00001d009938			0.065609	0.2081
Zm00001d009940			0.056921	0.19656
Zm00001d009941			0.086682	0.24402
Zm00001d009943			0.093021	0.17216
Zm00001d009948			0.079451	0.22535
Zm00001d009950			0.055198	0.19761
Zm00001d009954			0.070484	0.18062
Zm00001d037847			0.093649	0.2531
Zm00001d009967			0.050458	0.18327
Zm00001d009969			0.04828	0.0
Zm00001d009978			0.0	0.0
Zm00001d009979			0.0	0.0
Zm00001d009983			0.053118	0.0
Zm00001d009985			0.0	0.0
Zm00001d009987			0.0	0.17458
Zm00001d009990			0.1053	0.0
Zm00001d009997			0.0	0.0
Zm00001d010007			0.053289	0.20077
Zm00001d010016			0.075416	0.23949
Zm00001d010021			0.070431	0.21811
Zm00001d010026			0.06351	0.0
Zm00001d010029			0.0	0.0
Zm00001d040617			0.073723	0.14094
Zm00001d010033			0.087407	0.0
Zm00001d010039			0.058734	0.0
Zm00001d010043			0.0	0.0
Zm00001d010047			0.077233	0.19629
Zm00001d010049			0.058326	0.18123
Zm00001d010050			0.081021	0.21069
Zm00001d010054			0.083057	0.20511
Zm00001d010055			0.070547	0.21468
Zm00001d010056			0.074177	0.23421
Zm00001d010061			0.052489	0.0
Zm00001d010067			0.062532	0.14106
Zm00001d010075			0.0	0.0
Zm00001d010079			0.069312	0.21838
Zm00001d010082			0.0	0.0
Zm00001d010087			0.0	0.0
Zm00001d010098			0.078528	0.18254
Zm00001d010109			0.087949	0.31666
Zm00001d010126			0.13468	0.0
Zm00001d010128			0.064321	0.21433
Zm00001d010135			0.079871	0.0
Zm00001d010136			0.063386	0.174
Zm00001d010146			0.0	0.0
Zm00001d010149			0.064685	0.14032
Zm00001d010162			0.059835	0.1615
Zm00001d010159			0.063341	0.21121
Zm00001d010169			0.16638	0.0
Zm00001d010171			0.11898	0.0
Zm00001d010172			0.043872	0.0
Zm00001d010173			0.067401	0.0
Zm00001d010174			0.064527	0.2129
Zm00001d010179			0.05088	0.17759
Zm00001d010180			0.076824	0.21741
Zm00001d010189			0.081912	0.0
Zm00001d010190			0.084694	0.24843
Zm00001d010197			0.067802	0.0
Zm00001d010201			0.0	0.0
Zm00001d010202			0.051526	0.20655
Zm00001d010204			0.060905	0.1034
Zm00001d010205			0.0	0.0
Zm00001d010210			0.06718	0.0
Zm00001d043807			0.069069	0.15539
Zm00001d010220			0.087404	0.0
Zm00001d010225			0.0	0.22436
Zm00001d010230			0.0	0.0
Zm00001d010234			0.0	0.0
Zm00001d010235			0.0	0.0
Zm00001d010236			0.065383	0.21982
Zm00001d010240			0.035082	0.0
Zm00001d010241			0.0	0.0
Zm00001d010248			0.06169	0.1731
Zm00001d010251			0.076518	0.22491
Zm00001d010255			0.094159	0.0
Zm00001d010262			0.0	0.0
Zm00001d010274			0.058119	0.0
Zm00001d010275			0.039933	0.24726
Zm00001d010278			0.0	0.12653
Zm00001d010284			0.083114	0.2368
Zm00001d010290			0.073555	0.0
Zm00001d010294			0.0	0.0
Zm00001d010304			0.0	0.0
Zm00001d010305			0.069991	0.23911
Zm00001d010313			0.063889	0.28056
Zm00001d010314			0.037137	0.1245
Zm00001d010319			0.0	0.0
Zm00001d010321			0.031168	0.15823
Zm00001d010322			0.061472	0.18202
Zm00001d010324			0.07225	0.11872
Zm00001d010336			0.013845	0.17593
Zm00001d010343			0.0	0.13481
Zm00001d010358			0.063287	0.0
Zm00001d010371			0.042813	0.0
Zm00001d010373			0.046596	0.10023
Zm00001d010395			0.0	0.0
Zm00001d010397			0.062823	0.0
Zm00001d010398			0.02642	0.0
Zm00001d038023			0.0	0.0
Zm00001d010403			0.0	0.0
Zm00001d010406			0.061355	0.18182
Zm00001d010409			0.057243	0.0
Zm00001d010413			0.07558	0.20115
Zm00001d010421			0.073291	0.22711
Zm00001d010422			0.038882	0.0
Zm00001d010424			0.069329	0.0
Zm00001d010425			0.10693	0.29381
Zm00001d010426			0.056738	0.0
Zm00001d010428			0.062305	0.18402
Zm00001d010431			0.077003	0.0
