Protein	Gene	Protein Description	LFQ intensity B73_TMT1_1	LFQ intensity Y12_TMT1_1
Zm00001d013135			0.052783	0.16069
Zm00001d013139			0.094912	0.2066
Zm00001d013141			0.059196	0.17392
Zm00001d013146			0.028257	0.10359
Zm00001d013147			0.061926	0.22039
Zm00001d013156			0.067221	0.19525
Zm00001d013159			0.055932	0.24431
Zm00001d013184			0.018849	0.0
Zm00001d013185			0.095167	0.22791
Zm00001d034180			0.0	0.0
Zm00001d013192			0.07533	0.0
Zm00001d013193			0.0	0.13884
Zm00001d013196			0.0	0.28819
Zm00001d013204			0.061447	0.19659
Zm00001d013212			0.048041	0.18292
Zm00001d013219			0.086816	0.0
Zm00001d013220			0.0	0.20305
Zm00001d013221			0.051911	0.0
Zm00001d013222			0.021433	0.0
Zm00001d013223			0.077175	0.26344
Zm00001d013228			0.077424	0.0
Zm00001d013230			0.094113	0.0
Zm00001d013231			0.0	0.0
Zm00001d013237			0.0	0.0
Zm00001d013238			0.0	0.0
Zm00001d013240			0.04049	0.11672
Zm00001d013242			0.08738	0.25417
Zm00001d013245			0.12633	0.32487
Zm00001d013248			0.0	0.19288
Zm00001d013250			0.0	0.0
Zm00001d013252			0.082037	0.22532
Zm00001d013254			0.063276	0.19962
Zm00001d013256			0.091991	0.22338
Zm00001d013257			0.085936	0.0
Zm00001d013261			0.045682	0.0
Zm00001d013262			0.0	0.0
Zm00001d013263			0.081051	0.3027
Zm00001d013265			0.065789	0.0
Zm00001d013267			0.0	0.2968
Zm00001d013268			0.059762	0.20811
Zm00001d013269			0.044629	0.0
Zm00001d013271			0.062389	0.0
Zm00001d013272			0.088515	0.0
Zm00001d013273			0.052454	0.0
Zm00001d013274			0.055532	0.0
Zm00001d013276			0.09005	0.21359
Zm00001d013277			0.040184	0.13919
Zm00001d013278			0.062202	0.0
Zm00001d013283			0.0	0.0
Zm00001d013287			0.052415	0.0
Zm00001d013290			0.0	0.0
Zm00001d013295			0.060083	0.18198
Zm00001d013296			0.075259	0.21963
Zm00001d013301			0.0	0.0
Zm00001d045180			0.081268	0.2014
Zm00001d013306			0.10245	0.0
Zm00001d013309			0.0	0.0
Zm00001d013310			0.10653	0.0
Zm00001d013314			0.065511	0.1977
Zm00001d013317			0.0	0.0
Zm00001d013318			0.067683	0.0
Zm00001d013319			0.089186	0.0
Zm00001d013320			0.056415	0.0
Zm00001d013323			0.053906	0.21121
Zm00001d013325			0.074648	0.24687
Zm00001d013326			0.0	0.0
Zm00001d013327			0.0	0.0
Zm00001d013329			0.075601	0.0
Zm00001d013332			0.058004	0.0
Zm00001d013335			0.0	0.0
Zm00001d013336			0.06031	0.0
Zm00001d013348			0.039976	0.21011
Zm00001d013358			0.072394	0.21081
Zm00001d013359			0.066933	0.0
Zm00001d013360			0.079772	0.0
Zm00001d013367			0.076642	0.21514
Zm00001d013375			0.071168	0.0
Zm00001d013378			0.0	0.27444
Zm00001d013380			0.054055	0.23311
Zm00001d013389			0.078275	0.19126
Zm00001d013390			0.079061	0.18872
Zm00001d013391			0.068536	0.22067
Zm00001d013397			0.10517	0.16152
Zm00001d013398			0.0	0.0
Zm00001d013402			0.059356	0.0
Zm00001d013405			0.086501	0.1056
Zm00001d013410			0.072483	0.23379
Zm00001d013415			0.055353	0.2491
Zm00001d013417			0.061184	0.16221
Zm00001d013420			0.067987	0.0
Zm00001d013424			0.076188	0.23137
Zm00001d013425			0.029063	0.19487
Zm00001d013426			0.081946	0.0
Zm00001d013427			0.0	0.19173
Zm00001d013428			0.081217	0.22328
Zm00001d013431			0.0	0.0
Zm00001d013435			0.069069	0.0
Zm00001d013439			0.075522	0.0
Zm00001d013441			0.083343	0.21114
Zm00001d013442			0.059844	0.2003
Zm00001d013444			0.082093	0.19157
Zm00001d013447			0.071332	0.1592
Zm00001d013448			0.039778	0.0
Zm00001d013449			0.090591	0.41041
Zm00001d013453			0.0	0.23387
Zm00001d013455			0.045745	0.1731
Zm00001d013461			0.07092	0.0
Zm00001d013463			0.0	0.0
Zm00001d013466			0.0	0.0
Zm00001d013470			0.069946	0.0
Zm00001d013477			0.0	0.0
Zm00001d013481			0.13139	0.0
Zm00001d013485			0.052771	0.0
Zm00001d033642			0.057432	0.0
Zm00001d013493			0.056016	0.1742
Zm00001d013494			0.04002	0.0
Zm00001d013497			0.084271	0.13714
Zm00001d013498			0.066162	0.0
Zm00001d013499			0.0	0.0
Zm00001d013504			0.0	0.18615
Zm00001d013505			0.08321	0.21123
Zm00001d013507			0.0	0.19113
Zm00001d013516			0.0	0.0
Zm00001d013522			0.076595	0.0
Zm00001d013523			0.0	0.0
Zm00001d013526			0.079435	0.20587
Zm00001d013529			0.096493	0.0
Zm00001d030802			0.0	0.0
Zm00001d013534			0.055343	0.2116
Zm00001d013542			0.057475	0.26287
Zm00001d013543			0.076164	0.0
Zm00001d013544			0.059886	0.0
Zm00001d013546			0.024591	0.20464
Zm00001d013551			0.051471	0.0
Zm00001d013552			0.0	0.0
Zm00001d013561			0.097643	0.22168
Zm00001d013566			0.054078	0.17005
Zm00001d013568			0.073268	0.22449
Zm00001d013573			0.073975	0.15199
Zm00001d013583			0.071656	0.0
Zm00001d013588			0.041897	0.0
Zm00001d013589			0.069099	0.19165
Zm00001d013590			0.066798	0.19412
Zm00001d013596			0.066898	0.25312
Zm00001d013597			0.064222	0.20049
Zm00001d013599			0.13984	0.17921
Zm00001d013602			0.0	0.0
Zm00001d013607			0.068995	0.21169
Zm00001d013610			0.055726	0.0
Zm00001d013612			0.12306	0.35539
Zm00001d013620			0.061861	0.0
Zm00001d013626			0.058869	0.0
Zm00001d033472			0.077527	0.0
Zm00001d013635			0.046635	0.21201
Zm00001d013641			0.062859	0.17544
Zm00001d013642			0.062214	0.0
Zm00001d013644			0.11923	0.28527
Zm00001d013647			0.024042	0.0
Zm00001d013651			0.06626	0.0
Zm00001d013653			0.074032	0.2179
Zm00001d013654			0.046378	0.0
Zm00001d013656			0.054013	0.13802
Zm00001d013664			0.060041	0.21815
Zm00001d013667			0.0606	0.0
Zm00001d013669			0.095141	0.0
Zm00001d013680			0.063282	0.24912
Zm00001d013683			0.080078	0.31788
Zm00001d013692			0.06758	0.0
Zm00001d013694			0.041216	0.0
Zm00001d013697			0.067913	0.23669
Zm00001d033246			0.064946	0.0
Zm00001d013706			0.046233	0.22462
Zm00001d013708			0.076397	0.17818
Zm00001d013712			0.066129	0.18921
Zm00001d013713			0.0	0.0
Zm00001d013725			0.046112	0.0
Zm00001d013730			0.07297	0.24545
Zm00001d013737			0.074174	0.18935
Zm00001d013741			0.086252	0.0
Zm00001d033346			0.0	0.0
Zm00001d013747			0.0	0.21626
Zm00001d013750			0.068659	0.18797
Zm00001d013751			0.10509	0.24308
Zm00001d013755			0.073209	0.19327
Zm00001d013757			0.055973	0.0
Zm00001d013765			0.0	0.0
Zm00001d013767			0.065711	0.0
Zm00001d033128			0.091638	0.25125
Zm00001d013778			0.074529	0.20969
Zm00001d013781			0.030967	0.0
Zm00001d013787			0.099199	0.0
Zm00001d013795			0.041843	0.0
Zm00001d013798			0.0	0.12027
Zm00001d013799			0.055568	0.0
Zm00001d013809			0.090009	0.0
Zm00001d013812			0.080019	0.0
Zm00001d013823			0.0	0.28028
Zm00001d013824			0.0	0.0
Zm00001d013829			0.073698	0.0
Zm00001d013830			0.10631	0.0
Zm00001d013834			0.051962	0.0
Zm00001d013836			0.080886	0.19838
Zm00001d013838			0.069985	0.20096
Zm00001d013840			0.0	0.0
Zm00001d013842			0.092415	0.27578
Zm00001d013845			0.0	0.0
Zm00001d013859			0.082532	0.21436
Zm00001d013860			0.074132	0.21693
Zm00001d013861			0.02881	0.0
Zm00001d013862			0.073698	0.40791
Zm00001d013863			0.0	0.21174
Zm00001d013865			0.060215	0.0
Zm00001d013873			0.047015	0.0
Zm00001d013885			0.0	0.12055
Zm00001d013887			0.097902	0.0
Zm00001d013890			0.099002	0.0
Zm00001d013891			0.073554	0.0
Zm00001d013892			0.092668	0.1963
Zm00001d013900			0.053037	0.0
Zm00001d013907			0.073107	0.0
Zm00001d013908			0.0	0.21281
Zm00001d013911			0.071914	0.21343
Zm00001d013914			0.066627	0.20385
Zm00001d013918			0.037838	0.13609
Zm00001d013920			0.0	0.21653
Zm00001d013923			0.0	0.0
Zm00001d013927			0.069561	0.047994
Zm00001d013934			0.054754	0.0
Zm00001d013935			0.0	0.0
Zm00001d013937			0.032175	0.14572
Zm00001d013940			0.1004	0.0
Zm00001d013945			0.050347	0.11883
Zm00001d013951			0.057813	0.0
Zm00001d013956			0.069742	0.0
Zm00001d013957			0.0	0.0
Zm00001d013960			0.0	0.0
Zm00001d013963			0.053102	0.24531
Zm00001d013964			0.0	0.0
Zm00001d013967			0.056637	0.0
Zm00001d013971			0.064741	0.25667
Zm00001d013976			0.0	0.0
Zm00001d013979			0.069558	0.0
Zm00001d013983			0.0	0.0
Zm00001d013984			0.0	0.0
Zm00001d013985			0.064913	0.0
Zm00001d013989			0.058178	0.20933
Zm00001d013991			0.055435	0.0
Zm00001d013995			0.065497	0.19776
Zm00001d013996			0.0	0.0
Zm00001d013999			0.079344	0.20011
Zm00001d014005			0.057296	0.0
Zm00001d014007			0.03908	0.0
Zm00001d014011			0.0	0.0
Zm00001d014019			0.10241	0.0
Zm00001d014025			0.054981	0.0
Zm00001d014030			0.057004	0.26918
Zm00001d014036			0.0	0.0
Zm00001d014037			0.064971	0.18447
Zm00001d014039			0.066334	0.23917
Zm00001d014055			0.02681	0.0
Zm00001d014058			0.067149	0.17747
Zm00001d014065			0.080724	0.25144
Zm00001d051929			0.069727	0.20317
Zm00001d014078			0.077766	0.21108
Zm00001d014079			0.077388	0.0
Zm00001d014082			0.0	0.0
Zm00001d014085			0.060007	0.22377
Zm00001d014090			0.10691	0.29005
Zm00001d014093			0.08165	0.20467
Zm00001d014094			0.059358	0.0
Zm00001d014097			0.092668	0.18276
Zm00001d014100			0.0	0.0
Zm00001d014112			0.072568	0.20855
Zm00001d014116			0.087929	0.44167
Zm00001d014119			0.064266	0.16206
Zm00001d014121			0.0	0.0
Zm00001d014122			0.067725	0.22702
Zm00001d014124			0.080299	0.24158
Zm00001d014126			0.076685	0.17837
Zm00001d014134			0.0	0.44914
Zm00001d014136			0.0	0.0
Zm00001d014138			0.075497	0.25863
Zm00001d014145			0.068859	0.0
Zm00001d014146			0.073831	0.17136
Zm00001d014149			0.05091	0.0
Zm00001d014150			0.055707	0.13762
Zm00001d014157			0.089235	0.20427
Zm00001d014158			0.074958	0.0
Zm00001d014159			0.07058	0.20338
Zm00001d014161			0.08337	0.0
Zm00001d014175			0.065997	0.0
Zm00001d014178			0.060766	0.0
Zm00001d014179			0.081853	0.20488
Zm00001d014183			0.072467	0.24439
Zm00001d014187			0.09209	0.20148
Zm00001d032980			0.0	0.0
Zm00001d014191			0.0	0.0
Zm00001d014192			0.033292	0.091695
Zm00001d014194			0.067148	0.0
Zm00001d014196			0.078253	0.0
Zm00001d014199			0.063704	0.0
Zm00001d014200			0.0	0.0
Zm00001d014204			0.06035	0.18717
Zm00001d014244			0.0	0.0
Zm00001d014246			0.068617	0.24619
Zm00001d014255			0.060513	0.0
Zm00001d014258			0.096514	0.0
Zm00001d014271			0.060248	0.11546
Zm00001d014272			0.08462	0.0
Zm00001d014278			0.084551	0.0
Zm00001d014280			0.065194	0.25759
Zm00001d014282			0.0	0.0
Zm00001d014284			0.057226	0.0
Zm00001d014286			0.077266	0.21748
Zm00001d014291			0.043313	0.15835
Zm00001d014292			0.038741	0.0
Zm00001d014294			0.059045	0.18967
Zm00001d014302			0.073067	0.25472
Zm00001d014304			0.0	0.0
Zm00001d014306			0.062887	0.0
Zm00001d014308			0.0	0.0
Zm00001d014315			0.031838	0.0
Zm00001d014316			0.082902	0.0
Zm00001d014321			0.079513	0.0
Zm00001d014325			0.0	0.0
Zm00001d014327			0.062955	0.024491
Zm00001d014330			0.0	0.21515
Zm00001d014337			0.06478	0.19708
Zm00001d014338			0.059733	0.0
Zm00001d014341			0.035883	0.18638
Zm00001d014343			0.055435	0.22901
Zm00001d014344			0.0	0.0
Zm00001d014349			0.030857	0.12567
Zm00001d014355			0.075465	0.2487
Zm00001d014358			0.072448	0.35764
Zm00001d014366			0.066139	0.0
Zm00001d014367			0.076085	0.27122
Zm00001d014377			0.0	0.0
Zm00001d036597			0.11726	0.0
Zm00001d014382			0.065424	0.0
Zm00001d014383			0.0	0.0
Zm00001d014418			0.0546	0.19256
Zm00001d014425			0.05774	0.0
Zm00001d032677			0.0	0.15584
Zm00001d014428			0.077004	0.0
Zm00001d014435			0.071573	0.0
Zm00001d014436			0.077615	0.21612
Zm00001d014438			0.052996	0.25108
Zm00001d014442			0.066639	0.17396
Zm00001d014445			0.0	0.0
Zm00001d014446			0.089043	0.0
Zm00001d014447			0.0	0.0
Zm00001d014449			0.05662	0.14557
Zm00001d014451			0.0	0.0
Zm00001d014455			0.059703	0.24028
Zm00001d014458			0.067474	0.0
Zm00001d014459			0.044137	0.0
Zm00001d014463			0.054674	0.12129
Zm00001d014467			0.08463	0.20346
Zm00001d014472			0.063188	0.0
Zm00001d014486			0.051057	0.13621
Zm00001d014488			0.028643	0.0
Zm00001d014489			0.057015	0.0
Zm00001d014491			0.0	0.19747
Zm00001d014497			0.062465	0.16561
Zm00001d014498			0.044039	0.0
Zm00001d014500			0.064565	0.0
Zm00001d014512			0.058239	0.23535
Zm00001d014513			0.055027	0.20167
Zm00001d014515			0.0	0.0
Zm00001d014516			0.082661	0.0
Zm00001d014518			0.0	0.0
Zm00001d014519			0.090215	0.24648
Zm00001d014524			0.094385	0.0
Zm00001d014525			0.0	0.0
Zm00001d014526			0.067499	0.2282
Zm00001d014530			0.11917	0.25874
Zm00001d014532			0.067648	0.0
Zm00001d014533			0.072321	0.11827
Zm00001d014554			0.0	0.0
Zm00001d014559			0.0	0.0
Zm00001d014562			0.055929	0.0
Zm00001d014563			0.083639	0.0
Zm00001d014564			0.020306	0.04853
Zm00001d014569			0.055122	0.19319
Zm00001d014571			0.042775	0.0
Zm00001d014572			0.060032	0.0
Zm00001d014575			0.079342	0.0
Zm00001d014585			0.0	0.0
Zm00001d014595			0.053637	0.0
Zm00001d014603			0.0	0.0
Zm00001d014606			0.088083	0.20817
Zm00001d014608			0.1111	0.25768
Zm00001d014610			0.080528	0.0
Zm00001d014611			0.0	0.0
Zm00001d014615			0.073043	0.0
Zm00001d014623			0.0	0.0
Zm00001d014625			0.093619	0.27917
Zm00001d014626			0.067614	0.24056
Zm00001d014640			0.053444	0.195
Zm00001d014642			0.05034	0.0
Zm00001d014655			0.07261	0.19277
Zm00001d014656			0.066759	0.28207
Zm00001d014658			0.054517	0.0
Zm00001d014659			0.0	0.0
Zm00001d014663			0.049221	0.0
Zm00001d014665			0.067561	0.0
Zm00001d014669			0.0237	0.20281
Zm00001d014673			0.074563	0.1957
Zm00001d014674			0.061083	0.19569
Zm00001d014685			0.0	0.0
Zm00001d014689			0.060803	0.2058
Zm00001d014690			0.0	0.0
Zm00001d014692			0.065919	0.1575
Zm00001d014704			0.056504	0.0
Zm00001d014705			0.061695	0.0
Zm00001d014715			0.057358	0.20666
Zm00001d014716			0.034957	0.0
Zm00001d014718			0.0	0.1562
Zm00001d014721			0.0	0.0
Zm00001d014722			0.065609	0.22695
Zm00001d014726			0.070605	0.17389
Zm00001d014729			0.062439	0.0
Zm00001d014731			0.031324	0.0
Zm00001d014732			0.080336	0.22076
Zm00001d036441			0.041764	0.0
Zm00001d014734			0.099958	0.28212
Zm00001d014737			0.055324	0.24598
Zm00001d014744			0.0	0.0
Zm00001d014745			0.0	0.0
Zm00001d014748			0.06962	0.0
Zm00001d014752			0.0	0.20244
Zm00001d014753			0.072691	0.0
Zm00001d014757			0.061977	0.0
Zm00001d014758			0.0	0.0
Zm00001d014759			0.074301	0.20563
Zm00001d014761			0.061279	0.24365
Zm00001d014763			0.0	0.20554
Zm00001d014764			0.0	0.0
Zm00001d014766			0.0	0.0
Zm00001d014770			0.0	0.0
Zm00001d014771			0.064063	0.0
Zm00001d014772			0.062228	0.19222
Zm00001d014773			0.060646	0.0
Zm00001d014775			0.071148	0.21283
Zm00001d050593			0.080412	0.0
Zm00001d014780			0.0	0.0
Zm00001d014781			0.029842	0.0
Zm00001d014783			0.073755	0.0
Zm00001d036403			0.0	0.0
Zm00001d014786			0.077445	0.20825
Zm00001d014787			0.074526	0.0
Zm00001d014792			0.092946	0.23363
Zm00001d014794			0.056666	0.0
Zm00001d014795			0.0	0.24884
Zm00001d014804			0.0	0.0
Zm00001d014808			0.083446	0.0
Zm00001d014812			0.055638	0.2391
Zm00001d014816			0.042671	0.0
Zm00001d014817			0.11718	0.37975
Zm00001d014818			0.0	0.22515
Zm00001d014819			0.076194	0.0
Zm00001d014820			0.19673	0.21617
Zm00001d014840			0.064304	0.25008
Zm00001d014842			0.0	0.0
Zm00001d014844			0.049981	0.13962
Zm00001d014848			0.086296	0.2774
Zm00001d014849			0.0	0.0
Zm00001d014858			0.04294	0.14218
Zm00001d014861			0.061064	0.0
Zm00001d014862			0.088837	0.19697
Zm00001d014866			0.058744	0.0
Zm00001d014867			0.039255	0.2102
Zm00001d014872			0.091296	0.0
Zm00001d014876			0.08098	0.23714
Zm00001d014882			0.0	0.11046
Zm00001d014883			0.062317	0.20604
Zm00001d014887			0.089681	0.22824
Zm00001d014888			0.0	0.0
Zm00001d014890			0.0	0.0
Zm00001d014894			0.082937	0.24494
Zm00001d014897			0.082558	0.22845
Zm00001d014898			0.057025	0.20158
Zm00001d014899			0.060775	0.0
Zm00001d014901			0.08701	0.0
Zm00001d014903			0.083886	0.19947
Zm00001d014909			0.0	0.0
Zm00001d014912			0.098659	0.20272
Zm00001d014914			0.011205	0.23619
Zm00001d014919			0.040686	0.11943
Zm00001d014920			0.066228	0.0
Zm00001d014924			0.077955	0.19923
Zm00001d014926			0.073442	0.21499
Zm00001d014931			0.031211	0.0
Zm00001d014932			0.060278	0.22054
Zm00001d014943			0.068139	0.15806
Zm00001d014944			0.090062	0.27044
Zm00001d014945			0.0	0.0
Zm00001d014946			0.060317	0.21739
Zm00001d014947			0.085387	0.26765
Zm00001d014951			0.055722	0.0
Zm00001d014953			0.0	0.0
Zm00001d014957			0.073321	0.18867
Zm00001d014958			0.0	0.26139
Zm00001d014961			0.087198	0.23551
Zm00001d014965			0.096774	0.22378
Zm00001d014966			0.080866	0.27449
Zm00001d014968			0.0	0.0
Zm00001d054065			0.078072	0.0
Zm00001d014970			0.034953	0.0
Zm00001d014972			0.078151	0.0
Zm00001d014974			0.068603	0.0
Zm00001d014977			0.061536	0.20176
Zm00001d014983			0.063785	0.0
Zm00001d014984			0.065849	0.0
Zm00001d014991			0.041226	0.16527
Zm00001d014993			0.098764	0.0
Zm00001d014994			0.077484	0.2297
Zm00001d014998			0.082542	0.22995
Zm00001d015004			0.063743	0.1761
Zm00001d015006			0.10031	0.0
Zm00001d015007			0.0	0.0
Zm00001d015008			0.095947	0.26474
Zm00001d015014			0.047979	0.0
Zm00001d015020			0.078754	0.0
Zm00001d015025			0.089184	0.2273
Zm00001d015026			0.067307	0.21991
Zm00001d015036			0.060779	0.0
Zm00001d015037			0.039611	0.0
Zm00001d015050			0.061931	0.20513
Zm00001d015058			0.068688	0.0
Zm00001d015074			0.0	0.0
Zm00001d015082			0.0	0.0
Zm00001d015085			0.038509	0.0
Zm00001d015088			0.071721	0.2269
Zm00001d015090			0.0	0.0
Zm00001d015095			0.040581	0.095928
Zm00001d015101			0.051375	0.0
Zm00001d015102			0.062583	0.0
Zm00001d015114			0.0	0.0
Zm00001d015115			0.065714	0.22286
Zm00001d015120			0.073529	0.23642
Zm00001d015121			0.069546	0.0
Zm00001d015127			0.06096	0.0
Zm00001d015129			0.053141	0.13446
Zm00001d015134			0.075405	0.22718
Zm00001d015135			0.071748	0.21006
Zm00001d015138			0.073256	0.19501
Zm00001d015151			0.068663	0.0
Zm00001d015156			0.080327	0.0
Zm00001d015163			0.0	0.0
Zm00001d015168			0.077484	0.23077
Zm00001d015174			0.0	0.0
Zm00001d015180			0.074573	0.27058
Zm00001d015181			0.04486	0.21977
Zm00001d015182			0.090891	0.28186
Zm00001d015186			0.0	0.1642
Zm00001d015194			0.081505	0.21076
Zm00001d015195			0.067338	0.0
Zm00001d015196			0.090572	0.0
Zm00001d015198			0.0	0.0
Zm00001d015200			0.033307	0.0
Zm00001d015203			0.0	0.2233
Zm00001d015204			0.025552	0.17281
Zm00001d015208			0.061921	0.19808
Zm00001d015209			0.0	0.22168
Zm00001d015211			0.072297	0.0
Zm00001d015213			0.062623	0.0
Zm00001d015216			0.0	0.15779
Zm00001d015217			0.025983	0.1613
Zm00001d015227			0.089616	0.23589
Zm00001d015228			0.0	0.0
Zm00001d015229			0.072952	0.2244
Zm00001d015231			0.066138	0.19429
Zm00001d015234			0.062076	0.17767
Zm00001d015239			0.057997	0.10873
Zm00001d015242			0.0	0.0
Zm00001d015245			0.070783	0.22075
Zm00001d053883			0.079515	0.15038
Zm00001d015248			0.062439	0.21541
Zm00001d015251			0.076406	0.22903
Zm00001d015259			0.076582	0.0
Zm00001d015269			0.065789	0.0
Zm00001d015272			0.078203	0.17966
Zm00001d015274			0.047817	0.17671
Zm00001d015275			0.0	0.0
Zm00001d015279			0.062394	0.22822
Zm00001d015292			0.0	0.0
Zm00001d015300			0.064953	0.19571
Zm00001d015306			0.0	0.0
Zm00001d015307			0.090845	0.23593
Zm00001d015308			0.10805	0.20314
Zm00001d015309			0.057905	0.0
Zm00001d015310			0.0	0.0
Zm00001d015313			0.082528	0.19807
Zm00001d015314			0.067228	0.25054
Zm00001d015328			0.072941	0.0
Zm00001d015329			0.058751	0.20429
Zm00001d015331			0.051246	0.21166
Zm00001d015342			0.0	0.0
Zm00001d015347			0.0	0.0
Zm00001d015348			0.080365	0.22491
Zm00001d015356			0.065053	0.20119
Zm00001d015361			0.0	0.0
Zm00001d015366			0.03886	0.14711
Zm00001d015367			0.0	0.18208
Zm00001d015375			0.08589	0.21404
Zm00001d015376			0.075653	0.24139
Zm00001d015378			0.086608	0.21008
Zm00001d015379			0.059268	0.0
Zm00001d015383			0.081847	0.22428
Zm00001d015385			0.032521	0.13834
Zm00001d015389			0.063992	0.20243
Zm00001d015399			0.063925	0.20896
Zm00001d015401			0.08646	0.0
Zm00001d015405			0.11922	0.0
Zm00001d015406			0.13198	0.0
Zm00001d015411			0.0	0.27684
Zm00001d047596			0.0	0.0
Zm00001d015421			0.0	0.0
Zm00001d015423			0.073311	0.23198
Zm00001d015426			0.085668	0.23709
Zm00001d015429			0.07376	0.16064
Zm00001d015431			0.074909	0.21576
Zm00001d015433			0.0	0.0
Zm00001d015435			0.048796	0.18359
Zm00001d015444			0.0	0.16115
Zm00001d015446			0.058237	0.0
Zm00001d015449			0.096431	0.20682
Zm00001d015450			0.057181	0.19091
Zm00001d015459			0.1519	0.3023
Zm00001d015464			0.057427	0.20296
Zm00001d053731			0.073773	0.0
Zm00001d015474			0.073847	0.21955
Zm00001d015484			0.038209	0.19015
Zm00001d015499			0.078327	0.1709
Zm00001d015504			0.0	0.0
Zm00001d015505			0.04099	0.12352
Zm00001d015509			0.075137	0.17745
Zm00001d015513			0.06952	0.0
Zm00001d015515			0.0	0.0
Zm00001d015519			0.0	0.14978
Zm00001d015520			0.081456	0.19684
Zm00001d015521			0.10137	0.0
Zm00001d015526			0.0	0.0
Zm00001d015527			0.068948	0.0
Zm00001d053749			0.078373	0.15331
Zm00001d015553			0.0	0.0
Zm00001d015566			0.0	0.1642
Zm00001d015569			0.04859	0.14747
Zm00001d015570			0.064013	0.11075
Zm00001d015581			0.069112	0.0
Zm00001d015585			0.0	0.23128
Zm00001d015589			0.0	0.18349
Zm00001d015599			0.0	0.0
Zm00001d015605			0.054805	0.0
Zm00001d015612			0.084961	0.21687
Zm00001d015613			0.05872	0.0
Zm00001d015618			0.10362	0.28872
Zm00001d015623			0.052848	0.0
Zm00001d015628			0.038894	0.20914
Zm00001d015635			0.0	0.0
Zm00001d015638			0.083641	0.22935
Zm00001d015651			0.048961	0.0
Zm00001d015656			0.0	0.0
Zm00001d015662			0.065741	0.15075
Zm00001d015692			0.051435	0.24158
Zm00001d015700			0.0	0.0
Zm00001d015702			0.0	0.0
Zm00001d015703			0.071257	0.0
Zm00001d015704			0.0	0.0
Zm00001d015705			0.037236	0.22447
Zm00001d015714			0.0656	0.13415
Zm00001d015715			0.0	0.0
Zm00001d015724			0.0	0.0
Zm00001d015729			0.063347	0.0
Zm00001d015730			0.068203	0.0
Zm00001d015731			0.0	0.0
Zm00001d015737			0.055826	0.14321
Zm00001d015741			0.0	0.0
Zm00001d015746			0.035843	0.0
Zm00001d015754			0.064861	0.24631
Zm00001d015765			0.071376	0.19208
Zm00001d015776			0.046104	0.0
Zm00001d015780			0.067508	0.0
Zm00001d015783			0.07043	0.16489
Zm00001d015785			0.0324	0.23732
Zm00001d015788			0.082164	0.38251
Zm00001d015791			0.0	0.0
Zm00001d015795			0.072749	0.0
Zm00001d015798			0.031748	0.0
Zm00001d015804			0.095975	0.1853
Zm00001d015816			0.10141	0.0
Zm00001d015825			0.035234	0.0
Zm00001d015829			0.074949	0.0
Zm00001d015837			0.062508	0.15022
Zm00001d015839			0.06563	0.22203
Zm00001d015851			0.090849	0.0
Zm00001d015852			0.056193	0.22629
Zm00001d015856			0.085751	0.25826
Zm00001d015861			0.074668	0.0
Zm00001d015865			0.062626	0.0
Zm00001d015872			0.11388	0.0
Zm00001d015889			0.061099	0.0
Zm00001d015890			0.069307	0.1934
Zm00001d015893			0.075954	0.22557
Zm00001d015901			0.024749	0.0
Zm00001d015905			0.099271	0.0
Zm00001d015917			0.10642	0.0
Zm00001d015921			0.050804	0.13854
Zm00001d015927			0.075515	0.19689
Zm00001d015929			0.043199	0.13456
Zm00001d015932			0.069452	0.0
Zm00001d015948			0.081022	0.23262
Zm00001d015955			0.071702	0.14336
Zm00001d015956			0.10109	0.2644
Zm00001d015962			0.078847	0.21722
Zm00001d015965			0.089801	0.20337
Zm00001d015971			0.06543	0.18372
Zm00001d015973			0.13348	0.0
Zm00001d015974			0.064286	0.0
Zm00001d015976			0.037818	0.0
Zm00001d015984			0.0	0.0
Zm00001d015985			0.0	0.17
Zm00001d015986			0.0	0.0
Zm00001d015988			0.0	0.1758
Zm00001d015990			0.075386	0.0
Zm00001d015992			0.09279	0.24451
Zm00001d016006			0.068641	0.22666
Zm00001d016008			0.0	0.0
Zm00001d016012			0.0571	0.25971
Zm00001d016017			0.0	0.25915
Zm00001d016029			0.076525	0.0
Zm00001d016031			0.092286	0.0
Zm00001d016036			0.024595	0.14161
Zm00001d016041			0.074129	0.0
Zm00001d016049			0.061512	0.0
Zm00001d016060			0.067991	0.14725
Zm00001d016072			0.021089	0.0
Zm00001d016077			0.075692	0.22109
Zm00001d016081			0.0	0.0
Zm00001d016084			0.095077	0.20888
Zm00001d016091			0.0	0.0
Zm00001d016098			0.079757	0.0
Zm00001d016100			0.012633	0.096464
Zm00001d016105			0.079161	0.2761
Zm00001d016106			0.079268	0.19996
Zm00001d016128			0.047387	0.0
Zm00001d016130			0.12436	0.31773
Zm00001d016131			0.074994	0.0
Zm00001d016134			0.027045	0.18172
Zm00001d016144			0.035086	0.15521
Zm00001d016149			0.0	0.0
Zm00001d016152			0.0	0.0
Zm00001d016154			0.065573	0.11037
Zm00001d016166			0.096206	0.23283
Zm00001d016170			0.082228	0.0
Zm00001d016177			0.0	0.0
Zm00001d016181			0.080921	0.20647
Zm00001d016182			0.0	0.0
Zm00001d016185			0.086908	0.20398
Zm00001d016189			0.0	0.0
Zm00001d016198			0.067756	0.23799
